122.5,77.0,60.0,122.5,77.0,0.0,-8.83,-5.67,-0.0,134
120.0,78.0,55.25,122.5,77.0,0.0,-8.83,-5.67,-0.0,135
118.0,79.5,50.0,118.0,79.5,0.0,-8.5,-5.85,-0.0,136
116.75,81.0,45.25,118.0,79.5,0.0,-8.5,-5.85,-0.0,137
115.0,82.0,40.75,115.0,82.0,0.0,-8.28,-6.03,-0.0,138
113.25,83.0,36.25,115.0,82.0,0.0,-8.28,-6.03,-0.0,139
111.25,83.5,31.75,111.25,83.5,0.0,-8.0,-6.14,-0.0,140
108.0,84.5,26.75,111.25,83.5,0.0,-8.0,-6.14,-0.0,141
106.0,85.0,21.25,106.0,85.0,0.0,-7.62,-6.24,-0.0,142
104.75,86.5,16.75,106.0,85.0,0.0,-7.62,-6.24,-0.0,143
102.5,88.0,12.5,102.5,88.0,0.0,-7.37,-6.45,-0.0,144
101.25,88.5,9.5,102.5,88.0,0.0,-7.37,-6.45,-0.0,145
99.5,89.5,4.75,99.5,89.5,0.0,-7.15,-6.56,-0.0,146
98.25,90.5,0.75,99.5,89.5,0.0,-7.15,-6.56,-0.0,147
95.75,91.0,3.25,95.75,91.0,0.0,-6.88,-6.67,-0.0,148
94.75,92.0,6.5,95.75,91.0,0.0,-6.88,-6.67,-0.0,149
94.0,92.5,9.75,94.0,92.5,0.0,-6.75,-6.77,-0.0,150
92.75,93.0,12.0,94.0,92.5,0.0,-6.75,-6.77,-0.0,151
92.25,93.5,13.5,92.25,93.5,0.0,-6.62,-6.85,-0.0,152
91.75,93.0,14.25,92.25,93.5,0.0,-6.62,-6.85,-0.0,153
91.25,93.5,15.0,91.25,93.5,0.0,-6.55,-6.85,-0.0,154
91.75,93.0,14.25,91.25,93.5,0.0,-6.55,-6.85,-0.0,155
92.25,92.5,12.0,92.25,92.5,0.0,-6.62,-6.77,-0.0,156
90.25,90.0,11.0,92.25,92.5,0.0,-6.62,-6.77,-0.0,157
87.5,87.0,10.25,87.5,87.0,0.0,-6.28,-6.37,-0.0,158
84.0,83.5,9.75,87.5,87.0,0.0,-6.28,-6.37,-0.0,159
79.75,79.5,9.75,79.75,79.5,0.0,-5.72,-5.82,-0.0,160
76.0,76.0,9.75,79.75,79.5,0.0,-5.72,-5.82,-0.0,161
71.5,72.0,9.75,71.5,72.0,0.0,-5.13,-5.27,-0.0,162
66.25,67.5,10.75,71.5,72.0,0.0,-5.13,-5.27,-0.0,163
62.75,64.0,9.75,62.75,64.0,0.0,-4.5,-4.69,-0.0,164
58.0,60.0,10.25,62.75,64.0,0.0,-4.5,-4.69,-0.0,165
53.75,57.0,11.75,53.75,57.0,0.0,-3.85,-4.17,-0.0,166
48.5,52.5,12.75,53.75,57.0,0.0,-3.85,-4.17,-0.0,167
44.0,48.5,13.25,44.0,48.5,0.0,-3.15,-3.55,-0.0,168
39.75,44.5,13.5,44.0,48.5,0.0,-3.15,-3.55,-0.0,169
34.5,40.0,13.5,34.5,40.0,0.0,-2.47,-2.93,-0.0,170
29.75,35.5,13.0,34.5,40.0,0.0,-2.47,-2.93,-0.0,171
26.0,32.0,12.5,26.0,32.0,0.0,-1.86,-2.34,-0.0,172
22.0,27.5,12.0,26.0,32.0,0.0,-1.86,-2.34,-0.0,173
18.0,23.0,11.0,18.0,23.0,0.0,-1.29,-1.68,-0.0,174
14.75,20.0,10.25,18.0,23.0,0.0,-1.29,-1.68,-0.0,175
10.5,16.0,9.75,10.5,16.0,0.0,-0.75,-1.17,-0.0,176
8.5,12.5,9.25,10.5,16.0,0.0,-0.75,-1.17,-0.0,177
4.25,9.0,8.25,4.25,9.0,0.0,-0.3,-0.66,-0.0,178
0.75,5.0,8.0,4.25,9.0,0.0,-0.3,-0.66,-0.0,179
3.25,1.5,6.75,3.25,1.5,0.0,-0.23,-0.11,-0.0,180
5.75,1.0,6.25,3.25,1.5,0.0,-0.23,-0.11,-0.0,181
6.75,3.0,5.5,6.75,3.0,0.0,-0.49,-0.22,-0.0,182
7.5,4.0,5.5,6.75,3.0,0.0,-0.49,-0.22,-0.0,183
8.0,4.5,5.0,8.0,4.5,0.0,-0.58,-0.33,-0.0,184
7.5,5.0,4.5,8.0,4.5,0.0,-0.58,-0.33,-0.0,185
8.25,5.5,4.25,8.25,5.5,0.03,-0.59,-0.4,-0.02,186
9.25,6.0,4.0,8.25,5.5,0.03,-0.59,-0.4,-0.02,187
9.75,6.5,4.0,9.75,6.5,0.0,-0.7,-0.48,0.0,188
9.75,6.5,4.0,9.75,6.5,0.0,-0.7,-0.48,0.0,189
9.75,6.5,4.0,9.75,6.5,0.0,-0.7,-0.48,0.0,190
10.25,7.5,4.0,9.75,6.5,0.0,-0.7,-0.48,0.0,191
10.25,7.5,4.0,10.25,7.5,0.0,-0.74,-0.55,0.0,192
10.75,7.5,4.25,10.25,7.5,0.0,-0.74,-0.55,0.0,193
10.75,7.5,4.0,10.75,7.5,0.02,-0.78,-0.55,-0.02,194
10.75,7.5,3.75,10.75,7.5,0.02,-0.78,-0.55,-0.02,195
12.5,9.5,3.5,12.5,9.5,0.02,-0.9,-0.69,-0.01,196
13.75,11.0,2.75,12.5,9.5,0.02,-0.9,-0.69,-0.01,197
16.25,13.5,2.5,16.25,13.5,0.01,-1.18,-0.98,0.0,198
18.75,17.0,1.5,16.25,13.5,0.01,-1.18,-0.98,0.0,199
22.5,21.0,0.75,22.5,21.0,0.01,-1.63,-1.52,0.01,200
25.75,24.5,0.75,22.5,21.0,0.01,-1.63,-1.52,0.01,201
28.75,27.5,1.5,28.75,27.5,0.01,-2.09,-1.99,0.01,202
30.25,30.0,2.25,28.75,27.5,0.01,-2.09,-1.99,0.01,203
32.25,31.5,2.5,32.25,31.5,0.01,-2.35,-2.27,0.0,204
34.75,34.0,2.75,32.25,31.5,0.01,-2.35,-2.27,0.0,205
36.75,35.0,1.75,36.75,35.0,0.0,-2.68,-2.52,0.0,206
38.5,37.0,1.0,36.75,35.0,0.0,-2.68,-2.52,0.0,207
40.25,37.5,0.0,40.25,37.5,0.0,-2.94,-2.7,0.0,208
41.75,38.5,1.5,40.25,37.5,0.0,-2.94,-2.7,0.0,209
43.5,38.5,2.75,43.5,38.5,0.0,-3.17,-2.77,0.0,210
44.75,38.5,5.0,43.5,38.5,0.0,-3.17,-2.77,0.0,211
46.25,38.0,7.5,46.25,38.0,0.0,-3.37,-2.74,-0.0,212
47.75,38.5,9.75,46.25,38.0,0.0,-3.37,-2.74,-0.0,213
